Period,AnnualReturn,AnnualVol,Sharpe,Tickers,Weights
Q4‑2024,0.401062,0.123998,3.234417,CSCO-V-PG-MCD-AMZN-MMM-KO-MSFT-NVDA-HD-AXP-CVX-NKE-IBM-GS-DIS-JPM-VZ-UNH-HON-AAPL-WMT-TRV-JNJ-CRM,0.053927030746143474-0.0811427871936592-0.03845241819161763-0.0669736125567122-0.027732546272567018-0.0030236936626740415-0.0001611998382212421-0.005315016527753715-0.041537100291924346-0.05141783446585317-0.08126802376535897-0.007993892171957326-0.045327919712936385-0.04994452450892849-0.006806751877248688-0.04209661055095821-0.02183242968360426-0.0007788360638618024-0.0017618121539268135-0.004979422552324907-0.08296886324492776-0.18712831932469062-0.01699987373497571-0.03898872741123065-0.04144075349594341
Q1‑2025,-0.1428649489379656,0.15374022905087703,-0.9292619753460073,CSCO-V-PG-MCD-AMZN-MMM-KO-MSFT-NVDA-HD-AXP-CVX-NKE-IBM-GS-DIS-JPM-VZ-UNH-HON-AAPL-WMT-TRV-JNJ-CRM,0.053927030746143474-0.0811427871936592-0.03845241819161763-0.0669736125567122-0.027732546272567018-0.0030236936626740415-0.0001611998382212421-0.005315016527753715-0.041537100291924346-0.05141783446585317-0.08126802376535897-0.007993892171957326-0.045327919712936385-0.04994452450892849-0.006806751877248688-0.04209661055095821-0.02183242968360426-0.0007788360638618024-0.0017618121539268135-0.004979422552324907-0.08296886324492776-0.18712831932469062-0.01699987373497571-0.03898872741123065-0.04144075349594341
